,Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,Latitude,Longitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,DataQuality,DataQualityIndicator,Datum
743,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/29/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170703_W_ATX,20170703_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6707,NA,0.1,0.15,=,None,VAC,Com,,,"PR 89, RPD 21",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/29/2017,7/3/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
744,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/14/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170718_W_ATX,20170718_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,7/14/2017,7/18/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
745,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/19/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170721_W_ATX,20170721_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6856,NA,0.1,0.15,=,None,VAC,Com,,,"PR 91, RPD 5",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,7/19/2017,7/21/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
746,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/19/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170725_W_ATX,20170725_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6665,NA,0.1,0.15,=,None,VAC,Com,,,"PR 89, RPD 2",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,7/19/2017,7/25/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
747,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/4/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170808_W_ATX,20170808_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.4691,NA,0.1,0.15,=,None,VAC,Com,,,"PR 94, RPD 10",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/4/2017,8/8/2017,1,0.5,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
748,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/9/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170810_W_ATX,20170810_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/9/2017,8/10/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
749,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/9/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170810_W_ATX,20170810_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.665,NA,0.1,0.15,=,None,VAC,Com,,,PR 89,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/9/2017,8/10/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
750,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/18/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170822_W_ATX,20170822_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/18/2017,8/22/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
751,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/18/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170822_W_ATX,20170822_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6565,NA,0.1,0.15,=,None,VAC,Com,,,"PR 87, RPD 17",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/18/2017,8/22/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
752,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/31/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170905_W_ATX,20170905_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/31/2017,9/5/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
753,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/15/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170919_W_ATX,20170919_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,9/15/2017,9/19/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
754,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/15/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170919_W_ATX,20170919_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6527,NA,0.1,0.15,=,None,VAC,Com,,,"PR 87, RPD 6",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,9/15/2017,9/19/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
755,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/29/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20171005_W_ATX,20171005_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,9/29/2017,10/5/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
756,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/29/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20171005_W_ATX,20171005_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7489,NA,0.1,0.15,=,None,VAC,Com,,,PR 100,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,9/29/2017,10/5/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
757,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,10/18/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20171019_W_ATX,20171019_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7038,NA,0.1,0.15,=,None,VAC,Com,,,PR 94,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,10/18/2017,10/19/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
758,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,11/2/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20171107_W_ATX,20171107_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6951,NA,0.1,0.15,=,None,VAC,Com,,,"PR 93, RPD 12",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,11/2/2017,11/7/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
759,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/1/2018,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20180601_W_ATX,20180601_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.74,NA,0.1,0.15,=,None,VAC,Com,,,"PR 98.39, RSD 3.33",None,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/1/2018,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
760,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/4/2018,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20180904_W_ATX,20180904_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.74,NA,0.1,0.15,=,None,VAC,Com,,,"PR 98.64, RSD 2.5",%R for LCS/D are acceptable.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/4/2018,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
761,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/17/2018,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20180917_W_ATX,20180917_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.68,NA,0.1,0.15,=,None,VAC,Com,,,"PR 90.35, RSD 3.35",%R for LCS/D are acceptable.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/17/2018,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
762,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/17/2018,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20180917_W_ATX,20180917_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,%R for LCS/D are acceptable.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/17/2018,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
763,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,10/10/2018,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20181010_W_ATX,20181010_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6,NA,0.1,0.15,=,None,VAC,Com,,,"PR 79.63, RSD 6.77",%R for LCS/D are acceptable.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,10/10/2018,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
764,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/27/2019,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20190627_W_ATX,20190627_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.77,NA,0.1,0.15,=,None,VAC,Com,,,"PR 102.89, RSD 2.12",,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/27/2019,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
765,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/27/2019,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20190627_W_ATX,20190627_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/27/2019,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
766,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/8/2019,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20190708_W_ATX_rerun,20190708_ATX_rerun_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.81,NA,0.1,0.15,=,None,VAC,Com,,,"PR 107.69, RSD 2.64",,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,7/8/2019,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
767,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/8/2019,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20190708_W_ATX_rerun,20190708_ATX_rerun_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,7/8/2019,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
768,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/27/2019,1899-12-30 00:00:00,Not Applicable,-88,m,MS1,1,1,BENDGX_20190827_W_ATX,20190827_ATX_MS,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,1.2,NA,0.1,0.15,=,None,VAC,Com,,,PR 95.71,None,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,8/27/2019,1,1.25,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
769,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/17/2019,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20190917_W_ATX,20190917_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.71,NA,0.1,0.15,=,None,VAC,Com,,,"PR 95.28, RSD 7.72",%R for LCS/D are acceptable.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/17/2019,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
770,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/17/2019,1899-12-30 00:00:00,Not Applicable,-88,m,MS1,1,1,BENDGX_20190917_W_ATX,20190917_ATX_MS,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,1.14,NA,0.1,0.15,=,None,VAC,Com,,,PR 90.96,%R for LCS/D are acceptable.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/17/2019,1,1.25,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
771,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/30/2020,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20200630_W_ATX,20200630_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.71,NA,0.1,0.15,=,None,VAC,Com,,,"PR 94.45, RSD 6.81",,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/30/2020,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
772,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/24/2020,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20200724_W_ATX,20200724_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.74,NA,0.1,0.15,=,None,VAC,Com,,,"PR 99.1, RSD 5.61",,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,7/24/2020,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
773,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/7/2020,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20200807_W_ATX,20200807_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.83,NA,0.1,0.15,=,None,VAC,Com,,,"PR 110.83, RSD 18.93",,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,8/7/2020,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
774,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/26/2020,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20200826_W_ATX,20200826_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,8/26/2020,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
775,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/1/2020,1899-12-30 00:00:00,Not Applicable,-88,m,MS1,1,1,BENDGX_20200901_W_ATX,20200901_ATX_MS,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,1.31,NA,0.1,0.15,=,None,VAC,Com,,,PR 105.04,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/1/2020,1,1.25,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
776,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/11/2020,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20200911_W_ATX,20200911_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/11/2020,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
777,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/23/2020,1899-12-30 00:00:00,Not Applicable,-88,m,BlankSp,1,1,BENDGX_20200923_W_ATX,20200923_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.77,NA,0.1,0.15,=,None,VAC,Com,,,"PR 103.02, RSD 6.63",,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/23/2020,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
778,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/23/2020,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20200923_W_ATX,20200923_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/23/2020,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
779,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/28/2020,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20200928_W_ATX,202020928_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/28/2020,1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
780,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,10/15/2020,1899-12-30 00:00:00,Not Applicable,-88,m,MS1,1,1,BENDGX_20201015_W_ATX,20201015_ATX_MS,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,1.42,NA,0.1,0.15,=,None,VAC,Com,,,PR 113.98,None,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,10/15/2020,1,1.25,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
